
step 0: train loss 10.9873, val loss 10.9915
/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
iter 0: loss 10.9988, time 17891.50ms, mfu -100.00%
iter 4270: loss 5.6233, time 656.24ms, mfu 4.26%
iter 4280: loss 5.8967, time 654.74ms, mfu 4.26%
iter 4290: loss 5.7666, time 654.83ms, mfu 4.26%
iter 4300: loss 5.6652, time 655.34ms, mfu 4.26%
iter 4310: loss 6.1515, time 656.18ms, mfu 4.27%
iter 4320: loss 6.0939, time 656.61ms, mfu 4.27%
iter 4330: loss 5.8288, time 655.71ms, mfu 4.27%
iter 4340: loss 5.7329, time 655.51ms, mfu 4.27%
iter 4350: loss 6.3037, time 656.53ms, mfu 4.27%
iter 4360: loss 6.4462, time 656.26ms, mfu 4.27%
iter 4370: loss 5.8746, time 654.81ms, mfu 4.27%
iter 4380: loss 6.2060, time 655.21ms, mfu 4.27%
iter 4390: loss 5.8755, time 1320.41ms, mfu 4.06%
iter 4400: loss 6.2302, time 655.18ms, mfu 4.08%
iter 4410: loss 5.8760, time 655.36ms, mfu 4.10%
iter 4420: loss 5.7908, time 654.60ms, mfu 4.12%
iter 4430: loss 6.0135, time 653.43ms, mfu 4.14%
iter 4440: loss 5.7803, time 654.48ms, mfu 4.15%
iter 4450: loss 5.8292, time 655.20ms, mfu 4.16%
iter 4460: loss 5.7733, time 654.55ms, mfu 4.18%
iter 4470: loss 6.2175, time 657.28ms, mfu 4.19%
iter 4480: loss 6.0610, time 654.12ms, mfu 4.20%
iter 4490: loss 5.8779, time 656.44ms, mfu 4.20%
step 4500: train loss 5.9046, val loss 5.9314
saving checkpoint to out
iter 4500: loss 6.3916, time 17674.69ms, mfu 3.80%
iter 4510: loss 5.8471, time 655.00ms, mfu 3.85%
iter 4520: loss 5.6242, time 654.22ms, mfu 3.89%
iter 4530: loss 6.3060, time 654.39ms, mfu 3.93%
iter 4540: loss 5.9015, time 653.78ms, mfu 3.97%
iter 4550: loss 5.8664, time 654.56ms, mfu 4.00%
iter 4560: loss 5.6533, time 654.84ms, mfu 4.03%
iter 4570: loss 5.1880, time 655.15ms, mfu 4.05%
iter 4580: loss 6.5296, time 654.26ms, mfu 4.08%
iter 4590: loss 6.2884, time 655.75ms, mfu 4.10%
iter 4600: loss 5.8131, time 655.52ms, mfu 4.11%
iter 4610: loss 6.1278, time 655.15ms, mfu 4.13%
iter 4620: loss 6.0235, time 656.77ms, mfu 4.15%
iter 4630: loss 5.4290, time 654.00ms, mfu 4.16%
iter 4640: loss 6.0217, time 656.40ms, mfu 4.17%
iter 4650: loss 6.4860, time 655.78ms, mfu 4.18%
iter 4660: loss 5.9282, time 654.88ms, mfu 4.19%
iter 4670: loss 5.7614, time 656.64ms, mfu 4.20%
iter 4680: loss 5.6636, time 653.98ms, mfu 4.21%
iter 4690: loss 5.6846, time 655.92ms, mfu 4.22%
iter 4700: loss 5.8107, time 656.55ms, mfu 4.22%
iter 4710: loss 6.2056, time 655.84ms, mfu 4.23%
iter 4720: loss 6.3072, time 654.79ms, mfu 4.23%
iter 4730: loss 6.0000, time 654.91ms, mfu 4.24%
iter 4740: loss 6.3856, time 656.05ms, mfu 4.24%
iter 4750: loss 5.8395, time 655.66ms, mfu 4.25%
iter 4760: loss 6.0326, time 655.78ms, mfu 4.25%
iter 4770: loss 5.7091, time 654.74ms, mfu 4.25%
iter 4780: loss 5.6243, time 655.67ms, mfu 4.26%
iter 4790: loss 5.6380, time 653.77ms, mfu 4.26%
iter 4800: loss 5.8258, time 655.05ms, mfu 4.26%
iter 4810: loss 6.2091, time 654.05ms, mfu 4.26%
iter 4820: loss 5.8349, time 655.32ms, mfu 4.27%
iter 4830: loss 6.1091, time 654.84ms, mfu 4.27%
iter 4840: loss 6.9951, time 655.76ms, mfu 4.27%
iter 4850: loss 6.0511, time 654.85ms, mfu 4.27%
iter 4860: loss 6.5383, time 1332.15ms, mfu 4.05%
iter 4870: loss 6.4421, time 655.33ms, mfu 4.08%
iter 4880: loss 5.0583, time 656.43ms, mfu 4.10%
iter 4890: loss 5.4696, time 655.54ms, mfu 4.11%
iter 4900: loss 5.9261, time 654.81ms, mfu 4.13%
iter 4910: loss 5.2905, time 656.12ms, mfu 4.15%
iter 4920: loss 6.2413, time 655.99ms, mfu 4.16%
iter 4930: loss 5.5126, time 654.64ms, mfu 4.17%
iter 4940: loss 6.0875, time 655.36ms, mfu 4.18%
iter 4950: loss 6.3474, time 656.53ms, mfu 4.19%
iter 4960: loss 5.8731, time 655.28ms, mfu 4.20%
iter 4970: loss 5.7609, time 654.95ms, mfu 4.21%
iter 4980: loss 6.2604, time 654.47ms, mfu 4.22%
iter 4990: loss 6.1903, time 654.65ms, mfu 4.22%
step 5000: train loss 5.9128, val loss 5.9066
saving checkpoint to out
iter 5000: loss 6.0213, time 17605.90ms, mfu 3.82%
iter 5010: loss 6.0879, time 654.72ms, mfu 3.86%
iter 5020: loss 5.9604, time 655.14ms, mfu 3.91%
iter 5030: loss 5.7240, time 655.98ms, mfu 3.94%
iter 5040: loss 5.5695, time 654.95ms, mfu 3.98%
iter 5050: loss 5.9431, time 653.32ms, mfu 4.01%
iter 5060: loss 6.0087, time 655.42ms, mfu 4.04%
iter 5070: loss 6.2196, time 654.60ms, mfu 4.06%
iter 5080: loss 5.6191, time 657.38ms, mfu 4.08%
iter 5090: loss 5.9300, time 654.27ms, mfu 4.10%
iter 5100: loss 5.8179, time 654.22ms, mfu 4.12%
iter 5110: loss 6.0710, time 657.94ms, mfu 4.13%
iter 5120: loss 6.3035, time 654.20ms, mfu 4.15%
iter 5130: loss 5.6551, time 658.79ms, mfu 4.16%
iter 5140: loss 6.0479, time 655.78ms, mfu 4.17%
iter 5150: loss 5.6531, time 655.53ms, mfu 4.18%
iter 5160: loss 6.0076, time 654.59ms, mfu 4.19%
iter 5170: loss 5.8784, time 655.18ms, mfu 4.20%
iter 5180: loss 5.7681, time 656.27ms, mfu 4.21%
iter 5190: loss 5.5187, time 654.85ms, mfu 4.22%
iter 5200: loss 6.3640, time 656.14ms, mfu 4.22%
iter 5210: loss 5.9413, time 654.29ms, mfu 4.23%
iter 5220: loss 6.1339, time 653.48ms, mfu 4.24%
iter 5230: loss 5.7928, time 656.85ms, mfu 4.24%
iter 5240: loss 6.1541, time 655.46ms, mfu 4.24%
iter 5250: loss 5.8712, time 654.89ms, mfu 4.25%
iter 5260: loss 6.1722, time 654.08ms, mfu 4.25%
iter 5270: loss 5.9269, time 654.63ms, mfu 4.26%
iter 5280: loss 6.0602, time 655.96ms, mfu 4.26%
iter 5290: loss 5.6526, time 654.68ms, mfu 4.26%
iter 5300: loss 5.6324, time 654.69ms, mfu 4.26%
iter 5310: loss 6.4120, time 654.12ms, mfu 4.27%
iter 5320: loss 6.0206, time 654.26ms, mfu 4.27%
iter 5330: loss 5.9622, time 653.36ms, mfu 4.27%
iter 5340: loss 5.9259, time 656.38ms, mfu 4.27%
iter 5350: loss 5.6799, time 654.81ms, mfu 4.27%
iter 5360: loss 6.1699, time 653.44ms, mfu 4.27%
iter 5370: loss 6.3263, time 656.16ms, mfu 4.27%
iter 5380: loss 5.8615, time 655.33ms, mfu 4.27%
iter 5390: loss 6.0100, time 653.72ms, mfu 4.28%
iter 5400: loss 6.0291, time 656.27ms, mfu 4.28%
iter 5410: loss 6.7479, time 654.38ms, mfu 4.28%
iter 5420: loss 5.9104, time 655.50ms, mfu 4.28%
iter 5430: loss 5.7166, time 655.32ms, mfu 4.28%
iter 5440: loss 6.1931, time 657.21ms, mfu 4.28%
Error in sys.excepthook:
Traceback (most recent call last):
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/linecache.py", line 47, in getlines
    return updatecache(filename, module_globals)
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/linecache.py", line 137, in updatecache
    lines = fp.readlines()
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/codecs.py", line 319, in decode
    def decode(self, input, final=False):
KeyboardInterrupt
Original exception was:
Traceback (most recent call last):
  File "train.py", line 376, in <module>
    X, Y = get_batch('train')
  File "train.py", line 138, in get_batch
    x, y = x.pin_memory().to(device, non_blocking=True), y.pin_memory().to(device, non_blocking=True)
KeyboardInterrupt
