step 0: train loss 10.9873, val loss 10.9915
iter 4360: loss 6.4418, time 650.53ms, mfu 4.31%
iter 4370: loss 5.8939, time 648.19ms, mfu 4.31%
iter 4380: loss 6.2189, time 648.08ms, mfu 4.31%
iter 4390: loss 5.8849, time 649.81ms, mfu 4.31%
iter 4400: loss 6.2494, time 650.91ms, mfu 4.31%
iter 4410: loss 5.8882, time 649.29ms, mfu 4.31%
iter 4420: loss 5.8006, time 649.25ms, mfu 4.32%
iter 4430: loss 6.0219, time 651.30ms, mfu 4.31%
iter 4440: loss 5.7951, time 647.71ms, mfu 4.32%
iter 4450: loss 5.8517, time 649.11ms, mfu 4.32%
iter 4460: loss 5.7974, time 649.26ms, mfu 4.32%
iter 4470: loss 6.2350, time 648.59ms, mfu 4.32%
iter 4480: loss 6.0718, time 649.71ms, mfu 4.32%
iter 4490: loss 5.8946, time 648.63ms, mfu 4.32%
step 4500: train loss 5.9196, val loss 5.9464
saving checkpoint to out
iter 4500: loss 6.4071, time 17259.05ms, mfu 3.90%
iter 4510: loss 5.8630, time 646.27ms, mfu 3.95%
iter 4520: loss 5.6343, time 647.71ms, mfu 3.99%
iter 4530: loss 6.3229, time 646.77ms, mfu 4.02%
iter 4540: loss 5.9197, time 650.54ms, mfu 4.05%
iter 4550: loss 5.8767, time 649.29ms, mfu 4.08%
iter 4560: loss 5.6553, time 648.46ms, mfu 4.10%
iter 4570: loss 5.2116, time 648.15ms, mfu 4.12%
iter 4580: loss 6.5475, time 647.44ms, mfu 4.15%
iter 4590: loss 6.3154, time 648.57ms, mfu 4.16%
iter 4600: loss 5.8233, time 650.44ms, mfu 4.18%
iter 4610: loss 6.1441, time 648.15ms, mfu 4.19%
iter 4620: loss 6.0345, time 650.59ms, mfu 4.21%
iter 4630: loss 5.4509, time 648.98ms, mfu 4.22%
iter 4640: loss 6.0178, time 648.88ms, mfu 4.23%
iter 4650: loss 6.5063, time 648.40ms, mfu 4.24%
iter 4660: loss 5.9543, time 649.16ms, mfu 4.25%
iter 4670: loss 5.7679, time 649.17ms, mfu 4.25%
iter 4680: loss 5.6775, time 648.73ms, mfu 4.26%
iter 4690: loss 5.6984, time 648.63ms, mfu 4.27%
iter 4700: loss 5.8249, time 649.90ms, mfu 4.27%
iter 4710: loss 6.2129, time 648.19ms, mfu 4.28%
iter 4720: loss 6.3219, time 649.69ms, mfu 4.28%
iter 4730: loss 6.0148, time 647.97ms, mfu 4.29%
iter 4740: loss 6.4000, time 649.81ms, mfu 4.29%
iter 4750: loss 5.8429, time 648.75ms, mfu 4.29%
iter 4760: loss 6.0402, time 649.85ms, mfu 4.30%
iter 4770: loss 5.7212, time 649.12ms, mfu 4.30%
iter 4780: loss 5.6330, time 648.93ms, mfu 4.30%
iter 4790: loss 5.6543, time 650.60ms, mfu 4.30%
iter 4800: loss 5.8469, time 650.25ms, mfu 4.30%
iter 4810: loss 6.2201, time 648.96ms, mfu 4.30%
iter 4820: loss 5.8545, time 648.43ms, mfu 4.31%
iter 4830: loss 6.1158, time 648.64ms, mfu 4.31%
iter 4840: loss 7.0308, time 651.04ms, mfu 4.31%
iter 4850: loss 6.0636, time 1199.11ms, mfu 4.11%
iter 4860: loss 6.6132, time 651.28ms, mfu 4.13%
iter 4870: loss 6.4599, time 649.75ms, mfu 4.15%
iter 4880: loss 5.0693, time 649.43ms, mfu 4.17%
iter 4890: loss 5.4824, time 649.90ms, mfu 4.18%
iter 4900: loss 5.9474, time 648.73ms, mfu 4.20%
iter 4910: loss 5.3064, time 650.55ms, mfu 4.21%
iter 4920: loss 6.2441, time 648.92ms, mfu 4.22%
iter 4930: loss 5.5170, time 651.95ms, mfu 4.23%
iter 4940: loss 6.1066, time 649.55ms, mfu 4.24%
iter 4950: loss 6.3688, time 648.82ms, mfu 4.25%
iter 4960: loss 5.8876, time 650.47ms, mfu 4.25%
iter 4970: loss 5.7741, time 649.20ms, mfu 4.26%
iter 4980: loss 6.2908, time 650.82ms, mfu 4.26%
iter 4990: loss 6.2124, time 648.71ms, mfu 4.27%
step 5000: train loss 5.9275, val loss 5.9217
saving checkpoint to out
iter 5000: loss 6.0322, time 17177.74ms, mfu 3.86%
iter 5010: loss 6.1042, time 646.02ms, mfu 3.91%
iter 5020: loss 5.9780, time 647.97ms, mfu 3.95%
iter 5030: loss 5.7385, time 647.25ms, mfu 3.99%
iter 5040: loss 5.5880, time 648.42ms, mfu 4.02%
iter 5050: loss 5.9639, time 648.18ms, mfu 4.05%
iter 5060: loss 6.0145, time 648.86ms, mfu 4.08%
iter 5070: loss 6.2368, time 649.32ms, mfu 4.10%
iter 5080: loss 5.6297, time 648.13ms, mfu 4.13%
iter 5090: loss 5.9431, time 650.96ms, mfu 4.14%
iter 5100: loss 5.8314, time 648.07ms, mfu 4.16%
iter 5110: loss 6.0941, time 648.20ms, mfu 4.18%
iter 5120: loss 6.3172, time 648.50ms, mfu 4.19%
iter 5130: loss 5.6622, time 650.50ms, mfu 4.21%
iter 5140: loss 6.0729, time 649.04ms, mfu 4.22%
iter 5150: loss 5.6606, time 651.74ms, mfu 4.23%
iter 5160: loss 6.0214, time 648.46ms, mfu 4.24%
iter 5170: loss 5.8907, time 649.50ms, mfu 4.24%
iter 5180: loss 5.7808, time 648.48ms, mfu 4.25%
iter 5190: loss 5.5359, time 651.94ms, mfu 4.26%
iter 5200: loss 6.3913, time 649.45ms, mfu 4.26%
iter 5210: loss 5.9629, time 648.81ms, mfu 4.27%
iter 5220: loss 6.1616, time 648.28ms, mfu 4.28%
iter 5230: loss 5.8042, time 651.48ms, mfu 4.28%
iter 5240: loss 6.1625, time 650.03ms, mfu 4.28%
iter 5250: loss 5.8817, time 649.32ms, mfu 4.29%
iter 5260: loss 6.1842, time 648.22ms, mfu 4.29%
iter 5270: loss 5.9485, time 648.81ms, mfu 4.29%
iter 5280: loss 6.0826, time 649.59ms, mfu 4.30%
iter 5290: loss 5.6705, time 649.71ms, mfu 4.30%
iter 5300: loss 5.6426, time 650.28ms, mfu 4.30%
iter 5310: loss 6.4363, time 649.26ms, mfu 4.30%
iter 5320: loss 6.0344, time 648.32ms, mfu 4.30%
iter 5330: loss 5.9790, time 648.64ms, mfu 4.31%
iter 5340: loss 5.9375, time 648.29ms, mfu 4.31%
iter 5350: loss 5.6943, time 651.24ms, mfu 4.31%
iter 5360: loss 6.1835, time 650.89ms, mfu 4.31%
iter 5370: loss 6.3510, time 649.32ms, mfu 4.31%
iter 5380: loss 5.8784, time 650.04ms, mfu 4.31%
iter 5390: loss 6.0281, time 648.76ms, mfu 4.31%
iter 5400: loss 6.0493, time 649.80ms, mfu 4.31%
iter 5410: loss 6.7584, time 649.38ms, mfu 4.31%
iter 5420: loss 5.9191, time 648.74ms, mfu 4.31%
iter 5430: loss 5.7321, time 651.92ms, mfu 4.31%
iter 5440: loss 6.2171, time 650.23ms, mfu 4.31%
iter 5450: loss 5.7291, time 651.16ms, mfu 4.31%
iter 5460: loss 6.1415, time 650.07ms, mfu 4.31%
iter 5470: loss 6.5153, time 649.23ms, mfu 4.31%
iter 5480: loss 5.9287, time 651.34ms, mfu 4.31%
iter 5490: loss 6.3485, time 649.14ms, mfu 4.31%
step 5500: train loss 5.9465, val loss 5.9057
saving checkpoint to out
iter 5500: loss 6.8156, time 17283.08ms, mfu 3.90%
iter 5510: loss 6.1605, time 648.43ms, mfu 3.94%
iter 5520: loss 5.7174, time 650.02ms, mfu 3.98%
iter 5530: loss 6.2371, time 649.31ms, mfu 4.01%
iter 5540: loss 6.4333, time 647.95ms, mfu 4.04%
iter 5550: loss 5.9921, time 648.25ms, mfu 4.07%
iter 5560: loss 5.2863, time 650.80ms, mfu 4.10%
iter 5570: loss 6.2011, time 1294.58ms, mfu 3.90%
iter 5580: loss 6.0282, time 650.28ms, mfu 3.94%
iter 5590: loss 6.1275, time 650.71ms, mfu 3.98%
iter 5600: loss 5.4142, time 647.93ms, mfu 4.02%
iter 5610: loss 6.1187, time 649.50ms, mfu 4.05%
iter 5620: loss 6.4577, time 650.62ms, mfu 4.07%
iter 5630: loss 5.8075, time 651.06ms, mfu 4.10%
iter 5640: loss 6.2771, time 648.80ms, mfu 4.12%
iter 5650: loss 6.0886, time 648.66ms, mfu 4.14%
iter 5660: loss 5.9754, time 649.73ms, mfu 4.16%
iter 5670: loss 5.8383, time 650.28ms, mfu 4.17%
iter 5680: loss 5.8829, time 650.55ms, mfu 4.19%
iter 5690: loss 6.5607, time 650.60ms, mfu 4.20%
iter 5700: loss 6.3455, time 649.54ms, mfu 4.21%
iter 5710: loss 5.8395, time 648.88ms, mfu 4.22%
iter 5720: loss 5.8748, time 651.48ms, mfu 4.23%
iter 5730: loss 5.8295, time 649.42ms, mfu 4.24%
iter 5740: loss 6.1048, time 648.67ms, mfu 4.25%
iter 5750: loss 5.6534, time 649.83ms, mfu 4.26%
iter 5760: loss 5.5590, time 651.36ms, mfu 4.26%
iter 5770: loss 5.9072, time 650.64ms, mfu 4.27%
iter 5780: loss 5.9463, time 648.40ms, mfu 4.27%
iter 5790: loss 6.1803, time 649.21ms, mfu 4.28%
iter 5800: loss 5.7076, time 650.39ms, mfu 4.28%
iter 5810: loss 6.0546, time 648.75ms, mfu 4.28%
iter 5820: loss 6.2105, time 648.68ms, mfu 4.29%
iter 5830: loss 5.5115, time 648.51ms, mfu 4.29%
iter 5840: loss 7.1093, time 648.82ms, mfu 4.30%
iter 5850: loss 5.8119, time 648.05ms, mfu 4.30%
iter 5860: loss 5.9177, time 650.64ms, mfu 4.30%
iter 5870: loss 5.7911, time 648.63ms, mfu 4.30%
iter 5880: loss 5.6490, time 651.42ms, mfu 4.30%
iter 5890: loss 6.0116, time 649.96ms, mfu 4.30%
iter 5900: loss 6.4353, time 650.08ms, mfu 4.31%
iter 5910: loss 5.8563, time 651.28ms, mfu 4.31%
iter 5920: loss 5.2877, time 651.04ms, mfu 4.31%
iter 5930: loss 5.8913, time 649.34ms, mfu 4.31%
iter 5940: loss 5.4040, time 648.58ms, mfu 4.31%
iter 5950: loss 6.3849, time 650.09ms, mfu 4.31%
iter 5960: loss 6.4464, time 649.75ms, mfu 4.31%
iter 5970: loss 5.4232, time 648.09ms, mfu 4.31%
iter 5980: loss 6.0580, time 647.88ms, mfu 4.31%
iter 5990: loss 5.9101, time 650.74ms, mfu 4.31%
step 6000: train loss 5.9511, val loss 5.9230
saving checkpoint to out
iter 6000: loss 5.9397, time 17243.84ms, mfu 3.90%
iter 6010: loss 5.6512, time 646.97ms, mfu 3.94%
iter 6020: loss 5.5803, time 648.28ms, mfu 3.98%
iter 6030: loss 5.9180, time 648.99ms, mfu 4.02%
iter 6040: loss 5.7739, time 647.60ms, mfu 4.05%
iter 6050: loss 5.9803, time 648.70ms, mfu 4.07%
iter 6060: loss 6.0583, time 649.92ms, mfu 4.10%
iter 6070: loss 5.6026, time 649.18ms, mfu 4.12%
iter 6080: loss 5.5970, time 648.29ms, mfu 4.14%
iter 6090: loss 5.6629, time 648.70ms, mfu 4.16%
iter 6100: loss 5.8056, time 648.08ms, mfu 4.18%
iter 6110: loss 5.4712, time 649.16ms, mfu 4.19%
iter 6120: loss 5.8211, time 647.90ms, mfu 4.21%
iter 6130: loss 6.2308, time 651.58ms, mfu 4.22%
iter 6140: loss 6.0391, time 649.05ms, mfu 4.23%
iter 6150: loss 6.3860, time 647.18ms, mfu 4.24%
iter 6160: loss 5.3908, time 649.04ms, mfu 4.25%
iter 6170: loss 5.7991, time 649.95ms, mfu 4.25%
iter 6180: loss 6.1005, time 649.38ms, mfu 4.26%
iter 6190: loss 6.0988, time 649.42ms, mfu 4.27%
iter 6200: loss 6.6730, time 650.15ms, mfu 4.27%
Traceback (most recent call last):
  File "train.py", line 384, in <module>
    scaler.step(optimizer)
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/site-packages/torch/cuda/amp/grad_scaler.py", line 338, in step
    retval = self._maybe_opt_step(optimizer, optimizer_state, *args, **kwargs)
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/site-packages/torch/cuda/amp/grad_scaler.py", line 284, in _maybe_opt_step
    if not sum(v.item() for v in optimizer_state["found_inf_per_device"].values()):
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/site-packages/torch/cuda/amp/grad_scaler.py", line 284, in <genexpr>
    if not sum(v.item() for v in optimizer_state["found_inf_per_device"].values()):
KeyboardInterrupt
