step 0: train loss 10.9873, val loss 10.9915
iter 4360: loss 7.1503, time 652.23ms, mfu 4.29%
iter 4370: loss 6.3291, time 652.04ms, mfu 4.29%
iter 4380: loss 6.7597, time 651.92ms, mfu 4.29%
iter 4390: loss 6.3222, time 653.90ms, mfu 4.29%
iter 4400: loss 6.6314, time 654.30ms, mfu 4.29%
iter 4410: loss 6.3468, time 654.38ms, mfu 4.29%
iter 4420: loss 6.2360, time 655.07ms, mfu 4.29%
iter 4430: loss 6.4158, time 654.10ms, mfu 4.29%
iter 4440: loss 6.1694, time 655.94ms, mfu 4.29%
iter 4450: loss 6.2433, time 652.25ms, mfu 4.29%
iter 4460: loss 6.6228, time 655.78ms, mfu 4.29%
iter 4470: loss 6.6433, time 654.68ms, mfu 4.29%
iter 4480: loss 6.4620, time 652.04ms, mfu 4.29%
iter 4490: loss 6.2939, time 651.50ms, mfu 4.29%
step 4500: train loss 6.3501, val loss 6.3706
saving checkpoint to out
iter 4500: loss 6.9243, time 17209.87ms, mfu 3.88%
iter 4510: loss 6.2452, time 651.78ms, mfu 3.92%
iter 4520: loss 6.0476, time 649.44ms, mfu 3.96%
iter 4530: loss 6.7474, time 650.35ms, mfu 4.00%
iter 4540: loss 6.3541, time 651.60ms, mfu 4.03%
iter 4550: loss 6.3448, time 651.74ms, mfu 4.05%
iter 4560: loss 6.0125, time 653.30ms, mfu 4.08%
iter 4570: loss 5.6142, time 654.12ms, mfu 4.10%
iter 4580: loss 7.0240, time 652.36ms, mfu 4.12%
iter 4590: loss 6.7420, time 653.84ms, mfu 4.14%
iter 4600: loss 6.2862, time 651.11ms, mfu 4.15%
iter 4610: loss 6.5787, time 653.35ms, mfu 4.17%
iter 4620: loss 6.4380, time 653.74ms, mfu 4.18%
iter 4630: loss 5.8856, time 652.21ms, mfu 4.19%
iter 4640: loss 6.4009, time 651.99ms, mfu 4.20%
iter 4650: loss 6.9019, time 651.64ms, mfu 4.21%
iter 4660: loss 6.3355, time 656.78ms, mfu 4.22%
iter 4670: loss 6.1933, time 655.15ms, mfu 4.23%
iter 4680: loss 6.0910, time 653.87ms, mfu 4.23%
iter 4690: loss 6.0798, time 652.88ms, mfu 4.24%
iter 4700: loss 6.2469, time 652.89ms, mfu 4.24%
iter 4710: loss 6.6113, time 654.03ms, mfu 4.25%
iter 4720: loss 6.8741, time 652.31ms, mfu 4.25%
iter 4730: loss 6.4401, time 654.81ms, mfu 4.26%
iter 4740: loss 6.8391, time 656.24ms, mfu 4.26%
iter 4750: loss 6.2646, time 651.61ms, mfu 4.26%
iter 4760: loss 6.4191, time 653.61ms, mfu 4.27%
iter 4770: loss 6.1725, time 654.19ms, mfu 4.27%
iter 4780: loss 6.0067, time 652.46ms, mfu 4.27%
iter 4790: loss 5.9756, time 654.09ms, mfu 4.27%
iter 4800: loss 6.2357, time 653.83ms, mfu 4.28%
iter 4810: loss 6.5658, time 654.32ms, mfu 4.28%
iter 4820: loss 6.2245, time 654.46ms, mfu 4.28%
iter 4830: loss 6.4557, time 653.94ms, mfu 4.28%
iter 4840: loss 7.5057, time 653.93ms, mfu 4.28%
iter 4850: loss 6.4605, time 654.77ms, mfu 4.28%
iter 4860: loss 7.2546, time 652.26ms, mfu 4.28%
iter 4870: loss 6.8359, time 654.88ms, mfu 4.28%
iter 4880: loss 5.4443, time 653.36ms, mfu 4.28%
iter 4890: loss 5.8135, time 654.46ms, mfu 4.28%
iter 4900: loss 6.3528, time 653.85ms, mfu 4.28%
iter 4910: loss 5.6784, time 652.76ms, mfu 4.29%
iter 4920: loss 6.5394, time 653.70ms, mfu 4.29%
iter 4930: loss 5.9232, time 653.53ms, mfu 4.29%
iter 4940: loss 6.5079, time 655.00ms, mfu 4.29%
iter 4950: loss 6.6815, time 653.45ms, mfu 4.29%
iter 4960: loss 6.1758, time 654.24ms, mfu 4.29%
iter 4970: loss 6.1617, time 653.82ms, mfu 4.29%
iter 4980: loss 6.7060, time 653.44ms, mfu 4.29%
iter 4990: loss 6.5671, time 653.77ms, mfu 4.29%
step 5000: train loss 6.3248, val loss 6.3169
saving checkpoint to out
iter 5000: loss 6.4168, time 17458.95ms, mfu 3.88%
iter 5010: loss 6.5391, time 650.15ms, mfu 3.92%
iter 5020: loss 6.3731, time 649.75ms, mfu 3.96%
iter 5030: loss 6.1129, time 651.34ms, mfu 3.99%
iter 5040: loss 5.9802, time 650.40ms, mfu 4.03%
iter 5050: loss 6.3860, time 649.36ms, mfu 4.06%
iter 5060: loss 6.4345, time 650.48ms, mfu 4.08%
iter 5070: loss 6.6418, time 653.30ms, mfu 4.10%
iter 5080: loss 6.0448, time 650.17ms, mfu 4.12%
iter 5090: loss 6.3203, time 653.52ms, mfu 4.14%
iter 5100: loss 6.1572, time 653.31ms, mfu 4.16%
iter 5110: loss 6.4691, time 653.38ms, mfu 4.17%
iter 5120: loss 6.7488, time 653.10ms, mfu 4.18%
iter 5130: loss 6.0316, time 654.07ms, mfu 4.19%
iter 5140: loss 6.5207, time 652.12ms, mfu 4.20%
iter 5150: loss 6.0076, time 654.22ms, mfu 4.21%
iter 5160: loss 6.4134, time 654.35ms, mfu 4.22%
iter 5170: loss 6.2572, time 654.10ms, mfu 4.23%
iter 5180: loss 6.0959, time 652.47ms, mfu 4.23%
iter 5190: loss 5.8896, time 655.11ms, mfu 4.24%
iter 5200: loss 6.8129, time 653.03ms, mfu 4.24%
iter 5210: loss 6.2765, time 653.01ms, mfu 4.25%
iter 5220: loss 6.5495, time 652.12ms, mfu 4.25%
iter 5230: loss 6.1259, time 652.36ms, mfu 4.26%
iter 5240: loss 6.5240, time 651.06ms, mfu 4.26%
iter 5250: loss 6.1897, time 652.87ms, mfu 4.27%
iter 5260: loss 6.6252, time 652.31ms, mfu 4.27%
iter 5270: loss 6.2858, time 652.99ms, mfu 4.27%
iter 5280: loss 6.4737, time 652.21ms, mfu 4.28%
iter 5290: loss 6.0629, time 653.73ms, mfu 4.28%
iter 5300: loss 5.9760, time 652.00ms, mfu 4.28%
iter 5310: loss 6.8030, time 653.23ms, mfu 4.28%
iter 5320: loss 6.4022, time 651.74ms, mfu 4.28%
iter 5330: loss 6.2834, time 652.88ms, mfu 4.29%
iter 5340: loss 6.2984, time 655.54ms, mfu 4.28%
iter 5350: loss 6.0187, time 654.29ms, mfu 4.29%
iter 5360: loss 6.6333, time 653.24ms, mfu 4.29%
iter 5370: loss 6.7046, time 651.88ms, mfu 4.29%
iter 5380: loss 6.2364, time 654.60ms, mfu 4.29%
iter 5390: loss 6.3345, time 652.04ms, mfu 4.29%
iter 5400: loss 6.4086, time 653.04ms, mfu 4.29%
iter 5410: loss 7.1876, time 653.20ms, mfu 4.29%
iter 5420: loss 6.2836, time 653.02ms, mfu 4.29%
iter 5430: loss 6.1042, time 651.78ms, mfu 4.29%
iter 5440: loss 6.6603, time 652.13ms, mfu 4.29%
iter 5450: loss 6.0311, time 653.39ms, mfu 4.29%
iter 5460: loss 6.5810, time 652.06ms, mfu 4.29%
iter 5470: loss 6.9310, time 653.10ms, mfu 4.29%
iter 5480: loss 6.2694, time 651.46ms, mfu 4.30%
iter 5490: loss 6.6445, time 652.20ms, mfu 4.30%
step 5500: train loss 6.3053, val loss 6.2564
saving checkpoint to out
iter 5500: loss 7.2341, time 17493.49ms, mfu 3.88%
iter 5510: loss 6.4737, time 649.86ms, mfu 3.93%
iter 5520: loss 6.0346, time 649.20ms, mfu 3.97%
iter 5530: loss 6.5622, time 650.54ms, mfu 4.00%
iter 5540: loss 6.9030, time 652.57ms, mfu 4.03%
iter 5550: loss 6.3211, time 650.90ms, mfu 4.06%
iter 5560: loss 5.6050, time 650.88ms, mfu 4.08%
iter 5570: loss 6.5337, time 1583.15ms, mfu 3.85%
iter 5580: loss 6.3450, time 650.83ms, mfu 3.90%
iter 5590: loss 6.4706, time 652.31ms, mfu 3.94%
iter 5600: loss 5.7674, time 649.82ms, mfu 3.98%
iter 5610: loss 6.4911, time 651.33ms, mfu 4.01%
iter 5620: loss 6.7990, time 651.17ms, mfu 4.04%
iter 5630: loss 6.1298, time 651.39ms, mfu 4.07%
iter 5640: loss 6.5958, time 650.37ms, mfu 4.09%
iter 5650: loss 6.4240, time 651.76ms, mfu 4.11%
iter 5660: loss 6.2787, time 649.83ms, mfu 4.13%
iter 5670: loss 6.1354, time 652.24ms, mfu 4.15%
iter 5680: loss 6.2366, time 649.78ms, mfu 4.17%
iter 5690: loss 7.0023, time 652.35ms, mfu 4.18%
iter 5700: loss 6.7158, time 653.22ms, mfu 4.19%
iter 5710: loss 6.1575, time 653.30ms, mfu 4.20%
iter 5720: loss 6.2346, time 653.27ms, mfu 4.21%
iter 5730: loss 6.1749, time 651.18ms, mfu 4.22%
iter 5740: loss 6.3977, time 652.34ms, mfu 4.23%
iter 5750: loss 5.9805, time 650.13ms, mfu 4.24%
iter 5760: loss 5.8649, time 651.67ms, mfu 4.24%
iter 5770: loss 6.2617, time 652.36ms, mfu 4.25%
iter 5780: loss 6.2503, time 651.67ms, mfu 4.26%
iter 5790: loss 6.5066, time 652.17ms, mfu 4.26%
iter 5800: loss 5.9865, time 649.43ms, mfu 4.27%
iter 5810: loss 6.4109, time 650.68ms, mfu 4.27%
iter 5820: loss 6.6055, time 650.91ms, mfu 4.27%
iter 5830: loss 5.9519, time 652.75ms, mfu 4.28%
iter 5840: loss 7.4417, time 650.97ms, mfu 4.28%
iter 5850: loss 6.1351, time 651.84ms, mfu 4.28%
iter 5860: loss 6.2515, time 650.35ms, mfu 4.29%
iter 5870: loss 6.1444, time 651.37ms, mfu 4.29%
iter 5880: loss 5.9483, time 651.19ms, mfu 4.29%
iter 5890: loss 6.2974, time 650.89ms, mfu 4.29%
iter 5900: loss 6.7616, time 651.03ms, mfu 4.29%
iter 5910: loss 6.1370, time 650.53ms, mfu 4.30%
iter 5920: loss 5.5825, time 650.50ms, mfu 4.30%
iter 5930: loss 6.1837, time 650.03ms, mfu 4.30%
iter 5940: loss 5.6648, time 651.08ms, mfu 4.30%
iter 5950: loss 6.7208, time 1511.62ms, mfu 4.06%
iter 5960: loss 6.8433, time 652.06ms, mfu 4.08%
iter 5970: loss 5.7633, time 650.77ms, mfu 4.10%
iter 5980: loss 6.4446, time 652.75ms, mfu 4.12%
iter 5990: loss 6.2217, time 654.43ms, mfu 4.14%
step 6000: train loss 6.2762, val loss 6.2489
saving checkpoint to out
iter 6000: loss 6.2397, time 17460.27ms, mfu 3.74%
iter 6010: loss 5.9446, time 647.21ms, mfu 3.80%
iter 6020: loss 5.8812, time 649.01ms, mfu 3.85%
iter 6030: loss 6.2665, time 650.62ms, mfu 3.90%
iter 6040: loss 6.1006, time 650.38ms, mfu 3.94%
iter 6050: loss 6.2835, time 652.73ms, mfu 3.98%
iter 6060: loss 6.3715, time 650.98ms, mfu 4.01%
iter 6070: loss 6.1260, time 648.96ms, mfu 4.04%
iter 6080: loss 5.9167, time 653.85ms, mfu 4.07%
iter 6090: loss 6.0596, time 650.66ms, mfu 4.09%
iter 6100: loss 6.1320, time 652.09ms, mfu 4.11%
iter 6110: loss 5.7849, time 650.15ms, mfu 4.13%
iter 6120: loss 6.1456, time 650.97ms, mfu 4.15%
iter 6130: loss 6.5495, time 649.20ms, mfu 4.17%
iter 6140: loss 6.2930, time 651.47ms, mfu 4.18%
iter 6150: loss 6.6976, time 651.77ms, mfu 4.19%
iter 6160: loss 5.7020, time 650.97ms, mfu 4.20%
iter 6170: loss 6.1330, time 651.20ms, mfu 4.22%
iter 6180: loss 6.3980, time 648.74ms, mfu 4.23%
iter 6190: loss 6.4283, time 651.01ms, mfu 4.23%
iter 6200: loss 7.1258, time 650.90ms, mfu 4.24%
iter 6210: loss 6.6727, time 650.64ms, mfu 4.25%
iter 6220: loss 6.5329, time 651.95ms, mfu 4.25%
iter 6230: loss 6.0722, time 651.26ms, mfu 4.26%
iter 6240: loss 6.0942, time 650.41ms, mfu 4.26%
iter 6250: loss 6.1458, time 651.01ms, mfu 4.27%
iter 6260: loss 6.5058, time 651.20ms, mfu 4.27%
iter 6270: loss 5.8410, time 651.31ms, mfu 4.28%
iter 6280: loss 6.1330, time 650.93ms, mfu 4.28%
iter 6290: loss 6.3156, time 650.12ms, mfu 4.28%
iter 6300: loss 6.1544, time 651.39ms, mfu 4.29%
iter 6310: loss 6.0745, time 652.89ms, mfu 4.29%
iter 6320: loss 6.2457, time 649.90ms, mfu 4.29%
iter 6330: loss 6.3764, time 650.84ms, mfu 4.29%
iter 6340: loss 6.1819, time 651.31ms, mfu 4.29%
iter 6350: loss 6.6240, time 650.73ms, mfu 4.30%
iter 6360: loss 6.1297, time 651.05ms, mfu 4.30%
iter 6370: loss 6.1473, time 650.49ms, mfu 4.30%
iter 6380: loss 5.6444, time 649.82ms, mfu 4.30%
iter 6390: loss 6.0824, time 650.47ms, mfu 4.30%
iter 6400: loss 5.8956, time 649.98ms, mfu 4.30%
iter 6410: loss 6.4887, time 651.71ms, mfu 4.30%
iter 6420: loss 6.6638, time 651.97ms, mfu 4.30%
iter 6430: loss 6.6303, time 651.46ms, mfu 4.30%
iter 6440: loss 6.3993, time 650.34ms, mfu 4.30%
iter 6450: loss 6.2755, time 650.30ms, mfu 4.31%
iter 6460: loss 6.1796, time 652.65ms, mfu 4.30%
iter 6470: loss 6.6675, time 650.85ms, mfu 4.31%
iter 6480: loss 5.7715, time 648.94ms, mfu 4.31%
iter 6490: loss 6.1824, time 650.12ms, mfu 4.31%
step 6500: train loss 6.2300, val loss 6.2510
saving checkpoint to out
iter 6500: loss 6.1063, time 17536.07ms, mfu 3.89%
iter 6510: loss 6.0493, time 649.47ms, mfu 3.94%
iter 6520: loss 7.5603, time 648.55ms, mfu 3.97%
iter 6530: loss 6.4971, time 649.48ms, mfu 4.01%
iter 6540: loss 6.2704, time 649.95ms, mfu 4.04%
iter 6550: loss 6.2839, time 650.88ms, mfu 4.07%
iter 6560: loss 6.1816, time 650.66ms, mfu 4.09%
iter 6570: loss 6.9911, time 649.90ms, mfu 4.11%
iter 6580: loss 6.0183, time 651.46ms, mfu 4.13%
iter 6590: loss 5.8586, time 648.37ms, mfu 4.15%
iter 6600: loss 6.2764, time 650.51ms, mfu 4.17%
iter 6610: loss 6.1520, time 650.30ms, mfu 4.18%
iter 6620: loss 6.1203, time 649.53ms, mfu 4.20%
iter 6630: loss 5.9119, time 649.13ms, mfu 4.21%
iter 6640: loss 6.2024, time 651.08ms, mfu 4.22%
iter 6650: loss 6.2547, time 651.95ms, mfu 4.23%
iter 6660: loss 6.0365, time 652.09ms, mfu 4.24%
iter 6670: loss 5.9091, time 650.36ms, mfu 4.24%
iter 6680: loss 6.3004, time 651.50ms, mfu 4.25%
iter 6690: loss 6.6205, time 651.98ms, mfu 4.25%
iter 6700: loss 5.6573, time 651.37ms, mfu 4.26%
Error in sys.excepthook:
Traceback (most recent call last):
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/linecache.py", line 47, in getlines
    return updatecache(filename, module_globals)
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/linecache.py", line 136, in updatecache
    with tokenize.open(fullname) as fp:
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/tokenize.py", line 394, in open
    encoding, lines = detect_encoding(buffer.readline)
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/tokenize.py", line 363, in detect_encoding
    first = read_or_stop()
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/tokenize.py", line 321, in read_or_stop
    return readline()
KeyboardInterrupt
Original exception was:
Traceback (most recent call last):
  File "train.py", line 376, in <module>
    scaler.scale(loss).backward()
  File "/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/site-packages/torch/_tensor.py", line 396, in backward
    torch.autograd.backward(self, gradient, retain_graph, create_graph, inputs=inputs)
KeyboardInterrupt
